t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
101.964,15.0,13.38,1.62,23.0,4.5,3.0,18.5,1775748070.8455
101.975,15.0,13.25,1.75,23.0,4.5,3.0,18.5,1775748070.8558
101.985,15.0,13.12,1.88,23.0,4.5,3.0,18.5,1775748070.8662
101.995,15.0,13.01,1.99,23.0,4.5,3.0,18.5,1775748070.8765
102.005,15.0,12.89,2.11,23.0,4.5,3.0,18.5,1775748070.8865
102.016,15.0,12.78,2.22,23.0,4.5,3.0,18.5,1775748070.897
102.026,15.0,12.67,2.33,23.0,4.5,3.0,18.5,1775748070.9074
102.037,15.0,12.57,2.43,23.0,4.5,3.0,18.5,1775748070.9179
102.047,15.0,12.47,2.53,23.0,4.5,3.0,18.5,1775748070.9281
102.058,15.0,12.38,2.62,23.0,4.5,3.0,18.5,1775748070.9389
102.068,15.0,12.29,2.71,23.0,4.5,3.0,18.5,1775748070.9494
102.078,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748070.9597
102.089,15.0,12.05,2.95,23.0,4.5,3.0,18.5,1775748070.9699
102.099,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748070.9802
102.109,15.0,11.91,3.09,23.0,4.5,3.0,27.5,1775748070.9903
102.12,15.0,11.87,3.13,23.0,4.5,3.0,27.5,1775748071.001
102.13,15.0,11.81,3.19,23.0,4.5,3.0,27.5,1775748071.0113
102.14,15.0,11.78,3.22,23.0,4.5,3.0,27.5,1775748071.0213
102.151,15.0,11.74,3.26,23.0,4.5,3.0,27.5,1775748071.032
102.161,15.0,11.72,3.28,23.0,4.5,3.0,27.5,1775748071.0422
102.172,15.0,11.69,3.31,23.0,4.5,3.0,27.5,1775748071.0529
102.182,15.0,11.69,3.31,23.0,4.5,3.0,27.5,1775748071.0633
102.193,15.0,11.69,3.31,23.0,4.5,3.0,27.5,1775748071.0737
102.203,15.0,11.7,3.3,23.0,4.5,3.0,27.5,1775748071.0837
102.213,15.0,11.72,3.28,23.0,4.5,3.0,27.5,1775748071.0941
102.224,15.0,11.74,3.26,23.0,4.5,3.0,27.5,1775748071.1047
102.234,15.0,11.77,3.23,23.0,4.5,3.0,27.5,1775748071.1152
102.245,15.0,11.81,3.19,23.0,4.5,3.0,27.5,1775748071.1256
102.255,15.0,11.86,3.14,23.0,4.5,3.0,27.5,1775748071.136
102.265,15.0,11.9,3.1,23.0,4.5,3.0,27.5,1775748071.1466
102.275,15.0,11.96,3.04,23.0,4.5,3.0,27.5,1775748071.1565
102.286,15.0,12.01,2.99,23.0,4.5,3.0,27.5,1775748071.1669
102.296,15.0,12.08,2.92,23.0,4.5,3.0,27.5,1775748071.1771
102.307,15.0,12.15,2.85,23.0,4.5,3.0,27.5,1775748071.1878
102.317,15.0,12.22,2.78,23.0,4.5,3.0,27.5,1775748071.1981
102.327,15.0,12.3,2.7,23.0,4.5,3.0,27.5,1775748071.2084
102.337,15.0,12.36,2.64,23.0,4.5,3.0,27.5,1775748071.2187
102.348,15.0,12.45,2.55,23.0,4.5,3.0,27.5,1775748071.2289
102.358,15.0,12.62,2.38,23.0,4.5,3.0,27.5,1775748071.2394
102.369,15.0,12.71,2.29,23.0,4.5,3.0,27.5,1775748071.25
102.379,15.0,12.78,2.22,23.0,4.5,3.0,27.5,1775748071.26
102.389,15.0,12.89,2.11,23.0,4.5,3.0,27.5,1775748071.2701
102.4,15.0,12.98,2.02,23.0,4.5,3.0,27.5,1775748071.2807
102.41,15.0,13.08,1.92,23.0,4.5,3.0,27.5,1775748071.2913
102.42,15.0,13.21,1.79,23.0,4.5,3.0,27.5,1775748071.3017
102.431,15.0,13.3,1.7,23.0,4.5,3.0,27.5,1775748071.3117
102.441,15.0,13.42,1.58,23.0,4.5,3.0,27.5,1775748071.3218
102.451,15.0,13.55,1.45,23.0,4.5,3.0,27.5,1775748071.3321
102.461,15.0,13.65,1.35,23.0,4.5,3.0,27.5,1775748071.3424
102.471,15.0,13.79,1.21,23.0,4.5,3.0,27.5,1775748071.3525
102.481,15.0,13.9,1.1,23.0,4.5,3.0,27.5,1775748071.3626
102.492,15.0,14.03,0.97,23.0,4.5,3.0,27.5,1775748071.3731
102.502,15.0,14.18,0.82,23.0,4.5,3.0,27.5,1775748071.3834
102.512,15.0,14.29,0.71,23.0,4.5,3.0,27.5,1775748071.3936
102.523,15.0,14.44,0.56,23.0,4.5,3.0,27.5,1775748071.4037
102.533,15.0,14.58,0.42,23.0,4.5,3.0,27.5,1775748071.4139
102.543,15.0,14.71,0.29,23.0,4.5,3.0,27.5,1775748071.4241
102.553,15.0,14.85,0.15,23.0,4.5,3.0,27.5,1775748071.4342
102.563,15.0,14.98,0.02,23.0,4.5,3.0,27.5,1775748071.4445
102.574,15.0,15.12,-0.12,23.0,4.5,3.0,27.5,1775748071.4547
102.584,15.0,15.28,-0.28,23.0,4.5,3.0,27.5,1775748071.4654
102.595,15.0,15.4,-0.4,23.0,4.5,3.0,27.5,1775748071.4761
102.605,15.0,15.54,-0.54,23.0,4.5,3.0,27.5,1775748071.4862
102.615,15.0,15.69,-0.69,23.0,4.5,3.0,27.5,1775748071.4964
102.626,15.0,15.82,-0.82,23.0,4.5,3.0,27.5,1775748071.5067
102.636,15.0,15.96,-0.96,23.0,4.5,3.0,27.5,1775748071.5167
102.646,15.0,16.1,-1.1,23.0,4.5,3.0,27.5,1775748071.5267
102.656,15.0,16.24,-1.24,23.0,4.5,3.0,27.5,1775748071.5371
102.666,15.0,16.38,-1.38,23.0,4.5,3.0,27.5,1775748071.5473
102.676,15.0,16.5,-1.5,23.0,4.5,3.0,27.5,1775748071.557
102.686,15.0,16.64,-1.64,23.0,4.5,3.0,27.5,1775748071.567
102.697,15.0,16.78,-1.78,23.0,4.5,3.0,27.5,1775748071.5778
102.707,15.0,16.89,-1.89,23.0,4.5,3.0,27.5,1775748071.5877
102.717,15.0,17.02,-2.02,23.0,4.5,3.0,27.5,1775748071.598
102.727,15.0,17.15,-2.15,23.0,4.5,3.0,27.5,1775748071.6083
102.738,15.0,17.26,-2.26,23.0,4.5,3.0,27.5,1775748071.6189
102.748,15.0,17.5,-2.5,23.0,4.5,3.0,27.5,1775748071.6288
102.758,15.0,17.62,-2.62,23.0,4.5,3.0,27.5,1775748071.6391
102.768,15.0,17.62,-2.62,23.0,4.5,3.0,27.5,1775748071.6493
102.779,15.0,17.83,-2.83,23.0,4.5,3.0,27.5,1775748071.6598
102.789,15.0,17.93,-2.93,23.0,4.5,3.0,27.5,1775748071.67
102.799,15.0,18.03,-3.03,23.0,4.5,3.0,18.5,1775748071.6802
102.809,15.0,18.11,-3.11,23.0,4.5,3.0,18.5,1775748071.6906
102.82,15.0,18.2,-3.2,23.0,4.5,3.0,18.5,1775748071.706
102.83,15.0,18.28,-3.28,23.0,4.5,3.0,18.5,1775748071.7112
102.84,15.0,18.34,-3.34,23.0,4.5,3.0,18.5,1775748071.7214
102.85,15.0,18.4,-3.4,23.0,4.5,3.0,18.5,1775748071.7316
102.86,15.0,18.45,-3.45,23.0,4.5,3.0,18.5,1775748071.7416
102.871,15.0,18.49,-3.49,23.0,4.5,3.0,18.5,1775748071.7522
102.881,15.0,18.53,-3.53,23.0,4.5,3.0,18.5,1775748071.7623
102.891,15.0,18.52,-3.52,23.0,4.5,3.0,18.5,1775748071.7724
102.901,15.0,18.53,-3.53,23.0,4.5,3.0,18.5,1775748071.7823
102.912,15.0,18.53,-3.53,23.0,4.5,3.0,18.5,1775748071.793
102.922,15.0,18.51,-3.51,23.0,4.5,3.0,18.5,1775748071.8031
102.933,15.0,18.48,-3.48,23.0,4.5,3.0,18.5,1775748071.8137
102.943,15.0,18.43,-3.43,23.0,4.5,3.0,18.5,1775748071.8237
102.953,15.0,18.38,-3.38,23.0,4.5,3.0,18.5,1775748071.834
102.963,15.0,18.32,-3.32,23.0,4.5,3.0,18.5,1775748071.844
102.973,15.0,18.25,-3.25,23.0,4.5,3.0,18.5,1775748071.8542
102.983,15.0,18.18,-3.18,23.0,4.5,3.0,18.5,1775748071.8639
102.993,15.0,18.1,-3.1,23.0,4.5,3.0,18.5,1775748071.8742
103.004,15.0,18.01,-3.01,23.0,4.5,3.0,18.5,1775748071.8846
103.014,15.0,17.9,-2.9,23.0,4.5,3.0,18.5,1775748071.8946
103.024,15.0,17.81,-2.81,23.0,4.5,3.0,18.5,1775748071.9053
103.034,15.0,17.7,-2.7,23.0,4.5,3.0,18.5,1775748071.9153
103.044,15.0,17.6,-2.6,23.0,4.5,3.0,18.5,1775748071.9254
103.054,15.0,17.49,-2.49,23.0,4.5,3.0,18.5,1775748071.9356
103.065,15.0,17.36,-2.36,23.0,4.5,3.0,18.5,1775748071.9458
103.075,15.0,17.24,-2.24,23.0,4.5,3.0,18.5,1775748071.956
103.085,15.0,17.1,-2.1,23.0,4.5,3.0,18.5,1775748071.9665
103.096,15.0,16.97,-1.97,23.0,4.5,3.0,18.5,1775748071.9768
103.106,15.0,16.83,-1.83,23.0,4.5,3.0,18.5,1775748071.9865
103.116,15.0,16.7,-1.7,23.0,4.5,3.0,18.5,1775748071.9972
103.126,15.0,16.56,-1.56,23.0,4.5,3.0,18.5,1775748072.0071
103.137,15.0,16.43,-1.43,23.0,4.5,3.0,18.5,1775748072.0177
103.147,15.0,16.3,-1.3,23.0,4.5,3.0,18.5,1775748072.0284
103.157,15.0,16.14,-1.14,23.0,4.5,3.0,18.5,1775748072.0387
103.168,15.0,16.01,-1.01,23.0,4.5,3.0,18.5,1775748072.0489
103.178,15.0,15.69,-0.69,23.0,4.5,3.0,18.5,1775748072.0593
103.188,15.0,15.52,-0.52,23.0,4.5,3.0,18.5,1775748072.0693
103.199,15.0,15.36,-0.36,23.0,4.5,3.0,18.5,1775748072.0798
103.209,15.0,15.2,-0.2,23.0,4.5,3.0,18.5,1775748072.0905
103.219,15.0,15.05,-0.05,23.0,4.5,3.0,18.5,1775748072.1005
103.23,15.0,14.89,0.11,23.0,4.5,3.0,18.5,1775748072.1111
103.241,15.0,14.75,0.25,23.0,4.5,3.0,18.5,1775748072.1218
103.251,15.0,14.6,0.4,23.0,4.5,3.0,18.5,1775748072.1315
103.261,15.0,14.47,0.53,23.0,4.5,3.0,18.5,1775748072.1422
103.272,15.0,14.34,0.66,23.0,4.5,3.0,18.5,1775748072.1529
103.282,15.0,14.2,0.8,23.0,4.5,3.0,18.5,1775748072.1632
103.292,15.0,14.08,0.92,23.0,4.5,3.0,18.5,1775748072.1731
103.302,15.0,13.94,1.06,23.0,4.5,3.0,18.5,1775748072.1834
103.313,15.0,13.81,1.19,23.0,4.5,3.0,18.5,1775748072.1936
103.323,15.0,13.68,1.32,23.0,4.5,3.0,18.5,1775748072.2036
103.333,15.0,13.55,1.45,23.0,4.5,3.0,18.5,1775748072.2142
103.343,15.0,13.42,1.58,23.0,4.5,3.0,18.5,1775748072.2244
103.354,15.0,13.3,1.7,23.0,4.5,3.0,18.5,1775748072.2347
103.364,15.0,13.19,1.81,23.0,4.5,3.0,18.5,1775748072.2448
103.374,15.0,13.08,1.92,23.0,4.5,3.0,18.5,1775748072.2551
103.384,15.0,12.98,2.02,23.0,4.5,3.0,18.5,1775748072.2652
103.395,15.0,12.88,2.12,23.0,4.5,3.0,18.5,1775748072.2758
103.405,15.0,12.79,2.21,23.0,4.5,3.0,18.5,1775748072.2863
103.416,15.0,12.7,2.3,23.0,4.5,3.0,18.5,1775748072.2973
103.426,15.0,12.61,2.39,23.0,4.5,3.0,18.5,1775748072.3073
103.436,15.0,12.53,2.47,23.0,4.5,3.0,18.5,1775748072.3174
103.447,15.0,12.45,2.55,23.0,4.5,3.0,18.5,1775748072.3278
103.457,15.0,12.39,2.61,23.0,4.5,3.0,18.5,1775748072.3378
103.467,15.0,12.31,2.69,23.0,4.5,3.0,18.5,1775748072.3484
103.477,15.0,12.27,2.73,23.0,4.5,3.0,18.5,1775748072.3585
103.487,15.0,12.21,2.79,23.0,4.5,3.0,18.5,1775748072.3687
103.498,15.0,12.17,2.83,23.0,4.5,3.0,18.5,1775748072.379
103.508,15.0,12.1,2.9,23.0,4.5,3.0,18.5,1775748072.389
103.518,15.0,12.06,2.94,23.0,4.5,3.0,18.5,1775748072.3991
103.528,15.0,12.04,2.96,23.0,4.5,3.0,18.5,1775748072.4094
103.539,15.0,12.02,2.98,23.0,4.5,3.0,18.5,1775748072.4201
103.549,15.0,12.01,2.99,23.0,4.5,3.0,18.5,1775748072.4302
103.559,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748072.4404
103.569,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748072.4505
103.58,15.0,11.98,3.02,23.0,4.5,3.0,27.5,1775748072.461
103.59,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748072.4711
103.6,15.0,11.99,3.01,23.0,4.5,3.0,27.5,1775748072.481
103.61,15.0,12.0,3.0,23.0,4.5,3.0,27.5,1775748072.4911
103.62,15.0,12.02,2.98,23.0,4.5,3.0,27.5,1775748072.5016
103.631,15.0,12.04,2.96,23.0,4.5,3.0,27.5,1775748072.5118
103.641,15.0,12.06,2.94,23.0,4.5,3.0,27.5,1775748072.522
103.651,15.0,12.09,2.91,23.0,4.5,3.0,27.5,1775748072.5326
103.662,15.0,12.12,2.88,23.0,4.5,3.0,27.5,1775748072.5429
103.672,15.0,12.15,2.85,23.0,4.5,3.0,27.5,1775748072.5534
103.683,15.0,12.19,2.81,23.0,4.5,3.0,27.5,1775748072.5638
103.693,15.0,12.22,2.78,23.0,4.5,3.0,27.5,1775748072.5741
103.703,15.0,12.28,2.72,23.0,4.5,3.0,27.5,1775748072.5845
103.714,15.0,12.31,2.69,23.0,4.5,3.0,27.5,1775748072.5946
103.724,15.0,12.37,2.63,23.0,4.5,3.0,27.5,1775748072.6052
103.734,15.0,12.42,2.58,23.0,4.5,3.0,27.5,1775748072.6155
103.745,15.0,12.47,2.53,23.0,4.5,3.0,27.5,1775748072.6259
103.755,15.0,12.55,2.45,23.0,4.5,3.0,27.5,1775748072.636
103.765,15.0,12.59,2.41,23.0,4.5,3.0,27.5,1775748072.6462
103.775,15.0,12.67,2.33,23.0,4.5,3.0,27.5,1775748072.6566
103.786,15.0,12.72,2.28,23.0,4.5,3.0,27.5,1775748072.667
103.796,15.0,12.8,2.2,23.0,4.5,3.0,27.5,1775748072.6772
103.806,15.0,12.88,2.12,23.0,4.5,3.0,27.5,1775748072.6872
103.817,15.0,12.94,2.06,23.0,4.5,3.0,27.5,1775748072.6977
103.827,15.0,13.04,1.96,23.0,4.5,3.0,27.5,1775748072.7084
103.838,15.0,13.12,1.88,23.0,4.5,3.0,27.5,1775748072.7187
103.848,15.0,13.21,1.79,23.0,4.5,3.0,27.5,1775748072.7287
103.858,15.0,13.4,1.6,23.0,4.5,3.0,27.5,1775748072.739
103.868,15.0,13.4,1.6,23.0,4.5,3.0,27.5,1775748072.7493
103.878,15.0,13.62,1.38,23.0,4.5,3.0,27.5,1775748072.7595
103.889,15.0,13.73,1.27,23.0,4.5,3.0,27.5,1775748072.7698
103.899,15.0,13.86,1.14,23.0,4.5,3.0,27.5,1775748072.7798
103.909,15.0,13.97,1.03,23.0,4.5,3.0,27.5,1775748072.7899
103.919,15.0,14.1,0.9,23.0,4.5,3.0,27.5,1775748072.8001
103.929,15.0,14.23,0.77,23.0,4.5,3.0,27.5,1775748072.8103
103.939,15.0,14.35,0.65,23.0,4.5,3.0,27.5,1775748072.8202
103.949,15.0,14.49,0.51,23.0,4.5,3.0,27.5,1775748072.8302
103.96,15.0,14.62,0.38,23.0,4.5,3.0,27.5,1775748072.8408
103.97,15.0,14.75,0.25,23.0,4.5,3.0,27.5,1775748072.8512
103.981,15.0,14.89,0.11,23.0,4.5,3.0,27.5,1775748072.8615
103.991,15.0,15.02,-0.02,23.0,4.5,3.0,27.5,1775748072.8717
104.001,15.0,15.15,-0.15,23.0,4.5,3.0,27.5,1775748072.8822
104.012,15.0,15.3,-0.3,23.0,4.5,3.0,27.5,1775748072.8926
104.022,15.0,15.43,-0.43,23.0,4.5,3.0,27.5,1775748072.9032
104.032,15.0,15.58,-0.58,23.0,4.5,3.0,27.5,1775748072.9131
104.042,15.0,15.72,-0.72,23.0,4.5,3.0,27.5,1775748072.9233
104.053,15.0,15.86,-0.86,23.0,4.5,3.0,27.5,1775748072.9338
104.063,15.0,16.01,-1.01,23.0,4.5,3.0,27.5,1775748072.9437
104.073,15.0,16.14,-1.14,23.0,4.5,3.0,27.5,1775748072.9541
104.083,15.0,16.29,-1.29,23.0,4.5,3.0,27.5,1775748072.9642
104.093,15.0,16.44,-1.44,23.0,4.5,3.0,27.5,1775748072.9741
104.104,15.0,16.57,-1.57,23.0,4.5,3.0,27.5,1775748072.9848
104.114,15.0,16.71,-1.71,23.0,4.5,3.0,27.5,1775748072.9949
104.124,15.0,16.85,-1.85,23.0,4.5,3.0,27.5,1775748073.005
104.134,15.0,16.98,-1.98,23.0,4.5,3.0,27.5,1775748073.0153
104.145,15.0,17.11,-2.11,23.0,4.5,3.0,27.5,1775748073.0257
104.155,15.0,17.24,-2.24,23.0,4.5,3.0,27.5,1775748073.0362
104.165,15.0,17.36,-2.36,23.0,4.5,3.0,27.5,1775748073.0462
104.175,15.0,17.5,-2.5,23.0,4.5,3.0,27.5,1775748073.0562
104.186,15.0,17.61,-2.61,23.0,4.5,3.0,27.5,1775748073.0694
104.196,15.0,17.73,-2.73,23.0,4.5,3.0,27.5,1775748073.0767
104.206,15.0,17.85,-2.85,23.0,4.5,3.0,27.5,1775748073.0867
104.216,15.0,17.95,-2.95,23.0,4.5,3.0,27.5,1775748073.0973
104.226,15.0,18.06,-3.06,23.0,4.5,3.0,18.5,1775748073.1074
104.237,15.0,18.17,-3.17,23.0,4.5,3.0,18.5,1775748073.1178
104.247,15.0,18.26,-3.26,23.0,4.5,3.0,18.5,1775748073.1278
104.257,15.0,18.36,-3.36,23.0,4.5,3.0,18.5,1775748073.1379
104.267,15.0,18.44,-3.44,23.0,4.5,3.0,18.5,1775748073.1484
104.278,15.0,18.51,-3.51,23.0,4.5,3.0,18.5,1775748073.1587
104.288,15.0,18.62,-3.62,23.0,4.5,3.0,18.5,1775748073.1687
104.298,15.0,18.67,-3.67,23.0,4.5,3.0,18.5,1775748073.179
104.308,15.0,18.69,-3.69,23.0,4.5,3.0,18.5,1775748073.1896
104.319,15.0,18.7,-3.7,23.0,4.5,3.0,18.5,1775748073.1997
104.329,15.0,18.71,-3.71,23.0,4.5,3.0,18.5,1775748073.2101
104.339,15.0,18.69,-3.69,23.0,4.5,3.0,18.5,1775748073.2203
104.35,15.0,18.68,-3.68,23.0,4.5,3.0,18.5,1775748073.2308
104.36,15.0,18.65,-3.65,23.0,4.5,3.0,18.5,1775748073.2409
104.37,15.0,18.61,-3.61,23.0,4.5,3.0,18.5,1775748073.2514
104.38,15.0,18.56,-3.56,23.0,4.5,3.0,18.5,1775748073.2615
104.39,15.0,18.49,-3.49,23.0,4.5,3.0,18.5,1775748073.2716
104.401,15.0,18.43,-3.43,23.0,4.5,3.0,18.5,1775748073.2818
104.411,15.0,18.36,-3.36,23.0,4.5,3.0,18.5,1775748073.2922
104.421,15.0,18.28,-3.28,23.0,4.5,3.0,18.5,1775748073.3025
104.432,15.0,18.19,-3.19,23.0,4.5,3.0,18.5,1775748073.3132
104.443,15.0,18.07,-3.07,23.0,4.5,3.0,18.5,1775748073.3238
104.453,15.0,17.96,-2.96,23.0,4.5,3.0,18.5,1775748073.334
104.463,15.0,17.83,-2.83,23.0,4.5,3.0,18.5,1775748073.3437
104.473,15.0,17.72,-2.72,23.0,4.5,3.0,18.5,1775748073.3543
104.483,15.0,17.6,-2.6,23.0,4.5,3.0,18.5,1775748073.3646
104.494,15.0,17.47,-2.47,23.0,4.5,3.0,18.5,1775748073.3751
104.504,15.0,17.36,-2.36,23.0,4.5,3.0,18.5,1775748073.3853
104.515,15.0,17.21,-2.21,23.0,4.5,3.0,18.5,1775748073.3956
104.525,15.0,17.08,-2.08,23.0,4.5,3.0,18.5,1775748073.4062
104.535,15.0,16.92,-1.92,23.0,4.5,3.0,18.5,1775748073.416
104.545,15.0,16.78,-1.78,23.0,4.5,3.0,18.5,1775748073.4265
104.556,15.0,16.62,-1.62,23.0,4.5,3.0,18.5,1775748073.4372
104.567,15.0,16.48,-1.48,23.0,4.5,3.0,18.5,1775748073.4475
104.577,15.0,16.33,-1.33,23.0,4.5,3.0,18.5,1775748073.4581
104.588,15.0,16.18,-1.18,23.0,4.5,3.0,18.5,1775748073.4687
104.598,15.0,15.87,-0.87,23.0,4.5,3.0,18.5,1775748073.4793
104.608,15.0,15.73,-0.73,23.0,4.5,3.0,18.5,1775748073.4892
104.619,15.0,15.56,-0.56,23.0,4.5,3.0,18.5,1775748073.5
104.629,15.0,15.41,-0.41,23.0,4.5,3.0,18.5,1775748073.5099
104.639,15.0,15.24,-0.24,23.0,4.5,3.0,18.5,1775748073.52
104.649,15.0,15.08,-0.08,23.0,4.5,3.0,18.5,1775748073.5303
104.659,15.0,14.91,0.09,23.0,4.5,3.0,18.5,1775748073.5404
104.67,15.0,14.75,0.25,23.0,4.5,3.0,18.5,1775748073.5505
104.68,15.0,14.59,0.41,23.0,4.5,3.0,18.5,1775748073.5612
104.69,15.0,14.44,0.56,23.0,4.5,3.0,18.5,1775748073.5714
104.701,15.0,14.28,0.72,23.0,4.5,3.0,18.5,1775748073.5819
104.711,15.0,14.13,0.87,23.0,4.5,3.0,18.5,1775748073.5923
104.721,15.0,13.98,1.02,23.0,4.5,3.0,18.5,1775748073.6021
104.731,15.0,13.84,1.16,23.0,4.5,3.0,18.5,1775748073.6123
104.741,15.0,13.7,1.3,23.0,4.5,3.0,18.5,1775748073.6225
104.752,15.0,13.57,1.43,23.0,4.5,3.0,18.5,1775748073.6329
104.762,15.0,13.43,1.57,23.0,4.5,3.0,18.5,1775748073.6431
104.772,15.0,13.31,1.69,23.0,4.5,3.0,18.5,1775748073.6535
104.783,15.0,13.19,1.81,23.0,4.5,3.0,18.5,1775748073.6637
104.793,15.0,13.07,1.93,23.0,4.5,3.0,18.5,1775748073.6739
104.803,15.0,12.96,2.04,23.0,4.5,3.0,18.5,1775748073.6842
104.813,15.0,12.85,2.15,23.0,4.5,3.0,18.5,1775748073.6944
104.824,15.0,12.75,2.25,23.0,4.5,3.0,18.5,1775748073.7049
104.834,15.0,12.65,2.35,23.0,4.5,3.0,18.5,1775748073.7152
104.844,15.0,12.56,2.44,23.0,4.5,3.0,18.5,1775748073.7256
104.855,15.0,12.48,2.52,23.0,4.5,3.0,18.5,1775748073.7357
104.865,15.0,12.39,2.61,23.0,4.5,3.0,18.5,1775748073.7464
104.876,15.0,12.33,2.67,23.0,4.5,3.0,18.5,1775748073.7571
104.886,15.0,12.26,2.74,23.0,4.5,3.0,18.5,1775748073.7674
104.897,15.0,12.2,2.8,23.0,4.5,3.0,18.5,1775748073.7777
104.907,15.0,12.14,2.86,23.0,4.5,3.0,18.5,1775748073.788
104.917,15.0,12.09,2.91,23.0,4.5,3.0,18.5,1775748073.7986
104.927,15.0,12.04,2.96,23.0,4.5,3.0,18.5,1775748073.8084
104.938,15.0,12.0,3.0,23.0,4.5,3.0,18.5,1775748073.8187
104.948,15.0,11.96,3.04,23.0,4.5,3.0,27.5,1775748073.8292
104.958,15.0,11.9,3.1,23.0,4.5,3.0,27.5,1775748073.8396
104.969,15.0,11.88,3.12,23.0,4.5,3.0,27.5,1775748073.8498
104.979,15.0,11.87,3.13,23.0,4.5,3.0,27.5,1775748073.8597
104.989,15.0,11.86,3.14,23.0,4.5,3.0,27.5,1775748073.8698
104.999,15.0,11.87,3.13,23.0,4.5,3.0,27.5,1775748073.88
105.009,15.0,11.87,3.13,23.0,4.5,3.0,27.5,1775748073.8905
105.02,15.0,11.89,3.11,23.0,4.5,3.0,27.5,1775748073.901
105.031,15.0,11.91,3.09,23.0,4.5,3.0,27.5,1775748073.9115
105.041,15.0,11.94,3.06,23.0,4.5,3.0,27.5,1775748073.9215
105.051,15.0,11.97,3.03,23.0,4.5,3.0,27.5,1775748073.9316
105.061,15.0,12.01,2.99,23.0,4.5,3.0,27.5,1775748073.9416
105.071,15.0,12.05,2.95,23.0,4.5,3.0,27.5,1775748073.9522
105.081,15.0,12.1,2.9,23.0,4.5,3.0,27.5,1775748073.9624
105.092,15.0,12.16,2.84,23.0,4.5,3.0,27.5,1775748073.9728
105.102,15.0,12.21,2.79,23.0,4.5,3.0,27.5,1775748073.9833
105.113,15.0,12.27,2.73,23.0,4.5,3.0,27.5,1775748073.9937
105.123,15.0,12.32,2.68,23.0,4.5,3.0,27.5,1775748074.0042
105.134,15.0,12.39,2.61,23.0,4.5,3.0,27.5,1775748074.0147
105.144,15.0,12.45,2.55,23.0,4.5,3.0,27.5,1775748074.0252
105.154,15.0,12.53,2.47,23.0,4.5,3.0,27.5,1775748074.0352
105.165,15.0,12.61,2.39,23.0,4.5,3.0,27.5,1775748074.0456
105.175,15.0,12.67,2.33,23.0,4.5,3.0,27.5,1775748074.0559
105.185,15.0,12.77,2.23,23.0,4.5,3.0,27.5,1775748074.0664
105.196,15.0,12.83,2.17,23.0,4.5,3.0,27.5,1775748074.0766
105.206,15.0,12.92,2.08,23.0,4.5,3.0,27.5,1775748074.0868
105.216,15.0,13.03,1.97,23.0,4.5,3.0,27.5,1775748074.097
105.226,15.0,13.11,1.89,23.0,4.5,3.0,27.5,1775748074.1073
105.237,15.0,13.22,1.78,23.0,4.5,3.0,27.5,1775748074.1177
105.247,15.0,13.32,1.68,23.0,4.5,3.0,27.5,1775748074.1279
105.257,15.0,13.43,1.57,23.0,4.5,3.0,27.5,1775748074.1382
105.267,15.0,13.56,1.44,23.0,4.5,3.0,27.5,1775748074.1485
105.278,15.0,13.66,1.34,23.0,4.5,3.0,27.5,1775748074.1587
105.288,15.0,13.91,1.09,23.0,4.5,3.0,27.5,1775748074.1689
105.298,15.0,14.04,0.96,23.0,4.5,3.0,27.5,1775748074.1793
105.308,15.0,14.18,0.82,23.0,4.5,3.0,27.5,1775748074.1895
105.319,15.0,14.3,0.7,23.0,4.5,3.0,27.5,1775748074.2
105.329,15.0,14.44,0.56,23.0,4.5,3.0,27.5,1775748074.2106
105.34,15.0,14.58,0.42,23.0,4.5,3.0,27.5,1775748074.2211
105.35,15.0,14.71,0.29,23.0,4.5,3.0,27.5,1775748074.2313
105.36,15.0,14.84,0.16,23.0,4.5,3.0,27.5,1775748074.2415
105.371,15.0,14.98,0.02,23.0,4.5,3.0,27.5,1775748074.252
105.381,15.0,15.12,-0.12,23.0,4.5,3.0,27.5,1775748074.2619
105.391,15.0,15.27,-0.27,23.0,4.5,3.0,27.5,1775748074.2721
105.402,15.0,15.4,-0.4,23.0,4.5,3.0,27.5,1775748074.2828
105.412,15.0,15.55,-0.55,23.0,4.5,3.0,27.5,1775748074.2931
105.423,15.0,15.7,-0.7,23.0,4.5,3.0,27.5,1775748074.3041
105.433,15.0,15.83,-0.83,23.0,4.5,3.0,27.5,1775748074.3139
105.443,15.0,15.97,-0.97,23.0,4.5,3.0,27.5,1775748074.3243
105.454,15.0,16.12,-1.12,23.0,4.5,3.0,27.5,1775748074.3347
105.464,15.0,16.26,-1.26,23.0,4.5,3.0,27.5,1775748074.3449
105.474,15.0,16.41,-1.41,23.0,4.5,3.0,27.5,1775748074.3554
105.485,15.0,16.53,-1.53,23.0,4.5,3.0,27.5,1775748074.366
105.495,15.0,16.67,-1.67,23.0,4.5,3.0,27.5,1775748074.3763
105.506,15.0,16.81,-1.81,23.0,4.5,3.0,27.5,1775748074.3867
105.516,15.0,16.93,-1.93,23.0,4.5,3.0,27.5,1775748074.3968
