t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
3.496,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.3767
3.506,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.3869
3.516,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.3974
3.526,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4074
3.537,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.418
3.547,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4284
3.558,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4388
3.568,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4493
3.578,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4594
3.589,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4696
3.599,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4799
3.609,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.4898
3.619,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5001
3.629,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5106
3.64,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5208
3.65,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5312
3.661,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5417
3.671,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5516
3.681,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5622
3.691,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5725
3.702,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5829
3.712,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.5932
3.722,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6036
3.733,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.6138
3.743,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.6239
3.753,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.6342
3.764,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6447
3.774,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6551
3.784,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6654
3.794,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6753
3.805,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.686
3.815,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.6963
3.826,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.7069
3.836,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.717
3.846,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.7276
3.857,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.7379
3.867,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.7479
3.877,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.7583
3.887,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.7686
3.897,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.7785
3.908,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.7893
3.918,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.7994
3.929,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8098
3.939,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8202
3.949,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8305
3.959,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8404
3.97,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8511
3.98,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.8611
3.99,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.8717
4.001,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.8823
4.011,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.8921
4.021,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.9024
4.032,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.913
4.042,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.9235
4.053,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.934
4.063,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.9446
4.073,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.9547
4.084,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.9645
4.094,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747972.9752
4.104,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.9856
4.115,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747972.9963
4.125,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0066
4.136,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0173
4.146,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0271
4.156,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0373
4.167,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0478
4.177,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0578
4.187,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.068
4.197,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0786
4.208,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0887
4.218,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.0992
4.228,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1096
4.239,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1198
4.249,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1305
4.26,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1407
4.27,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1509
4.28,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1613
4.291,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1719
4.301,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1823
4.312,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.1928
4.322,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2035
4.333,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2138
4.343,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2239
4.353,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2342
4.363,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2445
4.374,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2549
4.384,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2649
4.394,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2754
4.405,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2857
4.415,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.2961
4.425,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3065
4.436,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3169
4.447,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3279
4.457,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3379
4.467,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3481
4.477,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3582
4.487,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3684
4.497,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.3785
4.507,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.3885
4.518,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.3989
4.528,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.409
4.538,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.4194
4.548,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.4294
4.559,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4399
4.569,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4499
4.579,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4604
4.589,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4706
4.599,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4805
4.61,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.4911
4.62,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5014
4.631,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5115
4.641,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5221
4.651,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5326
4.662,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5429
4.672,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.553
4.682,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5631
4.693,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5738
4.703,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5842
4.713,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.5945
4.724,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.605
4.734,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6152
4.744,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6254
4.755,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6359
4.765,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6461
4.775,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6562
4.785,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6665
4.796,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.677
4.806,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6871
4.816,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.6972
4.826,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7072
4.836,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7173
4.847,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7283
4.857,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7384
4.868,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7489
4.879,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7597
4.889,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7696
4.899,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7802
4.909,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.7902
4.92,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8006
4.93,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8109
4.94,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8213
4.95,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8315
4.961,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8419
4.971,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.852
4.981,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.862
4.991,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8722
5.001,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.8824
5.012,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.893
5.022,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.903
5.032,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.9134
5.043,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.9239
5.053,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.934
5.063,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.9441
5.073,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.9544
5.084,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.965
5.094,15.0,-0.34,15.34,1.0,1.0,3.0,2.0,1775747973.9749
5.104,15.0,-0.35,15.35,1.0,1.0,3.0,2.0,1775747973.9852
5.115,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747973.9957
5.125,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.0058
5.135,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.016
5.145,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0262
5.155,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0363
5.165,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0465
5.176,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0571
5.186,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0675
5.197,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0779
5.207,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0881
5.217,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.0985
5.228,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1094
5.238,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1194
5.249,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1299
5.259,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1401
5.269,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1504
5.28,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1608
5.29,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1709
5.3,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.1811
5.311,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.1918
5.321,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.2022
5.331,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.2126
5.342,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.223
5.352,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.2331
5.362,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.2434
5.373,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.2539
5.383,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.2641
5.393,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.2746
5.404,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.2851
5.414,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.2954
5.424,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.3055
5.435,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3157
5.445,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3262
5.456,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3368
5.466,15.0,-0.33,15.33,1.0,0.1,3.0,1.1,1775747974.3472
5.476,15.0,-0.33,15.33,1.0,0.1,3.0,1.1,1775747974.3576
5.487,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3675
5.497,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.378
5.507,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3882
5.518,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.3988
5.528,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.4091
5.538,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.419
5.548,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.4296
5.559,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.4403
5.569,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.4506
5.58,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.4607
5.59,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.471
5.601,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.4816
5.611,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.4925
5.622,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.5027
5.632,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.5125
5.642,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.5226
5.652,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.5326
5.662,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.5431
5.673,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.5535
5.683,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.5635
5.693,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.5741
5.703,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.5843
5.713,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.5945
5.724,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.6049
5.734,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.6155
5.745,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6258
5.755,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6361
5.765,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6463
5.775,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6566
5.786,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.667
5.796,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6771
5.806,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6875
5.817,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.6976
5.827,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.7081
5.837,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.7185
5.848,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.7289
5.858,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.7391
5.868,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.7496
5.879,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.76
5.889,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.7701
5.899,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.7807
5.91,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.791
5.92,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.8011
5.93,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.8114
5.94,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.8216
5.951,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.8317
5.961,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.8418
5.971,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.8521
5.981,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.8626
5.992,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.873
6.002,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.883
6.012,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.8935
6.023,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.9037
6.033,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.9141
6.043,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.9244
6.054,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.9346
6.064,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.9449
6.074,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.9554
6.084,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747974.9655
6.095,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.9764
6.105,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.9861
6.116,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747974.9967
6.126,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.0071
6.136,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.0175
6.147,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.028
6.157,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.0378
6.167,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0483
6.177,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0583
6.187,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0685
6.198,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0791
6.208,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0894
6.219,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.0999
6.229,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.1102
6.239,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1203
6.25,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.131
6.26,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1414
6.271,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1517
6.281,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1617
6.291,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1719
6.301,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1827
6.312,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.1931
6.322,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2034
6.332,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2136
6.343,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.2236
6.353,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2338
6.363,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2442
6.373,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2543
6.383,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2644
6.394,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2747
6.404,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2849
6.414,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.2952
6.424,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3055
6.435,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.316
6.445,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3261
6.455,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3365
6.466,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3469
6.476,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3572
6.486,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3673
6.497,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3778
6.507,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3879
6.517,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.3981
6.527,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.408
6.537,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4184
6.548,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4289
6.558,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4394
6.569,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4498
6.579,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.46
6.589,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4706
6.599,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4805
6.61,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.4907
6.62,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.501
6.63,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5111
6.64,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5214
6.651,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5318
6.661,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5421
6.672,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5528
6.682,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5631
6.692,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5731
6.702,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5836
6.713,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.5941
6.723,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6046
6.733,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6144
6.743,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6245
6.753,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6346
6.764,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6451
6.774,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6557
6.785,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6659
6.795,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6763
6.806,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6869
6.816,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.6972
6.827,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7077
6.837,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7184
6.847,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7283
6.858,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7388
6.868,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7492
6.878,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7595
6.889,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7699
6.899,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7801
6.91,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.7907
6.92,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.8007
6.93,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.811
6.94,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.8213
6.95,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.8314
6.961,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.8418
6.971,15.0,-0.35,15.35,1.0,0.1,3.0,1.1,1775747975.8521
6.981,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.8621
6.991,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.8723
7.001,15.0,-0.34,15.34,1.0,0.1,3.0,1.1,1775747975.8825
